Tên tác giả,Tên sách,STT,Trích dẫn
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,583,"“Vui thì vừa chạy vừa nhảy, buồn thì vừa khóc vừa hét, đó là những việc mà mấy con khỉ trong vườn bách thú làm. Nụ cười nở trên môi nhưng lại khóc trong tim, nói ra những lời ngược lại với lòng mình, làm bộ mặt trái ngược với lòng mình, đó mới là con người.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,584,"“Bôi đen một số con số và tên hạng mục nhằm dẫn dắt người phỏng vấn đưa ra những câu hỏi có liên quan; tôi cũng đẩy một số kinh nghiệm thú vi lên đầu, để người phỏng vấn thấy được những điểm sáng của tôi.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,585,"“Khi bạn do dự chần chừ, thế giới này sẽ rất to lớn; khi bạn dũng cảm cất bước đi đầu tiên, thế giới này sẽ rất nhỏ bé. Nhảy việc cũng được, vào BAT cũng được, dù từ chức cũng chẳng sao, chỉ cần điều đó khiến bạn dám bước ra khỏi vùng an toàn, đánh thức sức sống trong bạn, bạn nên dũng cảm mạnh dạn thực hiện. Chỉ có việc xông pha mới có thể giúp chúng ta phát hiện thế giới của bản thân, cũng khiến ta có cơ hội phát hiện giới hạn của thế giới. Và cuối cùng khi trở về sau trận chiến, bạn muốn điều gì thì bạn sẽ có điều đó.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,586,"“Trong cuộc sống công sở của người trưởng thành, hỏi trước khi làm quan trọng hơn việc xin lỗi sau khi làm.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,587,“Bí kíp để thăng tiến trong công việc chính là thực lực.”
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,588,"“Nghiêm khắc thúc giục bản thân, mọi sự cay đắng đều là vì những trái ngọt sau này, khi gặp phải trắc trở hãy nhớ về quá khứ, trước đây còn làm được, sao bây giờ lại không?”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,589,"Không quên mục đích ban đầu, hy vọng bất cứ lúc nào cũng có thể báo đáp cho cha mẹ và cuộc sống của bản thân đủ đầy."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,590,“Những thứ không giết được ta cuối cùng sẽ khiến ta trở nên mạnh mẽ hơn!”
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,591,"“Tôi tin chắc rằng, mọi thất bại đều mở đường cho những thành công mỹ mãn cuối cùng.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,592,"“Giống như cách một bài báo mở đầu phải sử dụng đủ những điểm giật gân để thu hút độc giả, câu đầu tiên khi giới thiệu cũng phải dùng những thông tin ấn tượng để gây chú ý với người phỏng vấn.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,593,"“Thực ra trên đời này, có bóng tối sẽ có ánh sáng, có sự xấu xa sẽ có điều chính nghĩa, có sự bẩn thỉu sẽ có sự thánh thiện, chúng sinh ra cùng với nhau.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,594,"“Cuộc sống chính là quá trình chịu đòn một cách chậm rãi, con người mỗi ngày một già đi, những ước mơ cũng biến mất qua từng ngày, cuối cùng trở nên giống như những con trâu chịu đòn.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,595,"“Nhưng chúng ta có sợ gì? Vì chúng ta chỉ mới hơn hai mươi tuổi đầu, thất bại thì có sao? Cùng lắm là làm lại từ đầu.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,596,"“Cuộc đời tuổi hai mươi làm điều gì cũng không phải là muộn, chỉ là chúng ta khao khát công thành danh toại quá sớm, trước đây vẫn chưa bỏ ra những nỗ lực tương xứng, vì vậy không có quá nhiều sự báo đáp, bây giờ bắt đầu mọi thứ đều không muộn, cũng có thể sau khi tốt nghiệp năm năm bạn mới quyết định được cuộc đời mình.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,597,"“Cuộc đời của một số người sẽ bắt dầu muộn hơn người khác một chút, nhưng như vậy có sao? Xin hãy nhớ rằng, bạn mới hơn hai mươi tuổi, cuộc đời vừa mới bắt đầu, dù bây giờ bạn ra sao, bạn vẫn là độc nhất vô nhị. Những năm tháng hai mươi tuổi vô danh, rất nhiều người đã trải qua, chỉ cần nỗ lực, chỉ cần dám phấn đấu, chỉ cần bạn có niềm tin, tương lai xán lạn sẽ đợi bạn ở một nơi không xa.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,598,"“Hồi nhỏ chúng ta khóc đứt hơi khản tiếng, hận không thể để cả thế giới biết bản thân mình chịu ấm ức. Sau khi lớn lên, chúng ta phải chịu nhiều sự tủi hờn hơn, nhưng đến khóc cũng phải lặng lẽ, không dám phát ra tiếng động, sợ những người ghét mình nghe thấy, lại càng sợ những người yêu quý mình nghe được.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,599,"“Cuộc đời của chúng ta không ngừng phải đưa ra lựa chọn, chỉ là lựa chọn của mỗi người đều không giống nhau. Có người có thể lựa chọn việc du học, không cần lo lắng về tiền bạc, du lịch vòng quanh thế giới mở mang tầm mắt. Có người có thể lựa chọn dũng cảm theo đuổi ước mơ, nếu thất bại cùng lắm là về nhà sống một cuộc đời yên bình nhà cửa xe cộ đầy đủ. Có người sinh ra đã được thừa kế tài sản, tròn mười tám tuổi sỡ hữu khối tài sản hơn một trăm triệu. Còn những người xuất thân bình phàm như chúng ta, chỉ có thể nỗ lực cho tới khi không thể làm gì được nữa, phấn đấu tới khi bị cảm động bởi chính bản thân mình.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,600,"“Số mệnh cho chúng ta xuất phát điểm thấp hơn người khác là hy vọng chúng ta sử dụng cuộc đời của mình để phấn đấu, viết nên một câu chuyện lật ngược tình thế.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,601,“Thi được 59 điểm buồn hơn thi được 0 điểm. Điều đau khổ nhất trong đời không phải là chưa từng có được mà là thiếu chút nữa là làm được.”
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,602,"Không để ý tới cách nghĩ của người khác, kiên trì làm công việc mình thích, chứ không phải làm những việc mình không thích để hùa theo mọi người."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,603,"Hóa ra những người xuất sắc không phải là không hòa đồng, chỉ là họ không hòa nhập với những thứ tầm thường."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,604,"Hóa ra có những con đường ta chỉ có thể đi một mình. Trước khi đến đích, bạn phải cô đơn lẻ bóng."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,605,"Đừng để hùa theo tập thể mà từ bỏ việc bạn muốn làm nhất, vì có lúc, “hòa nhập” là sự bắt đầu của sa ngã."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,606,Thời gian học tập trong những khoảng thời gian trống tích lũy lại đã làm nên con người cậu.
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,607,"Năm bạn 5 tuổi tập bơi khó mà từ bỏ việc học bơi, đến năm 18 tuổi một người bạn thích rủ bạn đi bơi, lúc đó chỉ có thể nói “Mình không biết bơi”. Năm 18 tuổi thấy tiếng Anh khó nên từ bỏ việc học tiếng Anh, đến năm 28 tuổi xuất hiện một công việc rất tốt nhưng lại yêu cầu biết tiếng Anh, bạn chỉ có thể nói “Tôi không biết tiếng Anh”."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,608,"Tất cả những thứ bạn nhìn thấy, những con người tỏa ánh hào quang và thu hút mọi ánh nhìn… đều được tạo nên bởi việc tích lũy một giờ đồng hồ, một ngày, một năm, tất cả những khóa học dạy bạn sau khi học một lần sẽ có thể thành công, sẽ được thăng chức tăng lương đều là nói bậy."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,609,"Con người không trưởng thành một cách vô duyên vô cớ, luôn phải có một sự việc nào đó xuất hiện, kích thích bạn, đánh thức bạn."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,610,"Sự suy sụp của những con người hiện đại là một thứ suy sụp không phát ra tiếng động, nhìn vào thấy rất bình thường, họ biết cười nói, đùa giỡn, xã giao, bên ngoài bình tĩnh, thực tế trong lòng đã bất ổn tới mức vô cùng nghiêm trọng rồi. Họ không đóng sầm cửa, đập đồ đạc, không rơi nước mắt hoặc phát điên. Nhưng có thể vào một giây phút nào đó, bỗng nhiên những thứ ấy chồng chất đến đỉnh điểm, họ cũng không nói, cũng không phải là thực sự suy sụp, không muốn sống, cũng không dám chết."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,611,Thiên tài trong mắt mọi người sở dĩ xuất chúng phi phàm không phải vì họ có thiên tư hơn người mà vì họ đã nỗ lực không ngừng nghỉ.
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,612,"Trước hết phải biết mục tiêu của mình là gì, sau đó chia nhỏ mục tiêu ra; Tham gia một hội nhóm; Đọc “hạt giống tâm hồn” vừa phải."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,613,"Chia nhỏ mục tiêu, viết chúng lên giấy: Bản thân chúng ta sau này muốn trở thành người như thế nào? Muốn sống một cuộc đời ra sao? Để trở thành con người đó, chúng ta cần phải có những kĩ năng và kiến thức gì? Hoặc có những tài nguyên gì (công ty/cổ phần/bất động sản…)? Sau đó chia nhỏ những kỹ năng, tài nguyên thiết yếu này thành từng mục tiêu trung kỳ, để thực hiện những mục tiêu này, mỗi tuần cần hoàn thành những công việc gì? Từ đó sắp xếp danh sách các công việc hàng ngày."
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,614,"“Em chưa đầy 20 tuổi đang ở tuổi chỉ cần tận hưởng tình yêu, có tình yêu thì uống nước cũng no bụng, tin chắc hoàng tử và công chúa sẽ sớm hạnh phúc bên nhau, ngoài hạnh phúc ra chẳng cần gì nữa.”"
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,615,"Tất cả đề thi trắc nghiệm đều có đáp án cố định, tất cả câu hỏi đều có đáp án tiêu chuẩn, chỉ có tình yêu là không."
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,616,"Ảo tưởng tình yêu tan vỡ là cách nhanh nhất, hiệu quả nhất và quyết liệt nhất để người ta trưởng thành."
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,617,Muốn trở thành công chúa không nhất thiết phải cưới hoàng tử.
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,618,Cô gái đôi mươi xin hãy ra sức chiều chuộng bản thân như công chúa.
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,619,Phụ nữ 30 xin hãy tự lập tự cường làm nữ hoàng.
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,620,"Quy tắc của người trưởng thành là không nói hết lời, không làm cạn tàu ráo máng."
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,621,"Một cô nàng yếu đuối gặp phải lão cáo già vờ hồ đồ là thượng sách. Những kẻ cáo già trên bàn tiệc rất thích trêu chọc các cô em non nớt thiếu từng trải, càng dè dặt thấp thỏm, coi trọng càng dễ mắc bẫy ...không đối đáp là thượng sách... em cứ giả việc ngu ngốc hắn sẽ bó tay, bất kể hắn nói gì em cũng vờ như không hiểu xem hắn làm gì được em."
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,622,"Bụng hiểu rõ mà vờ ngốc nghếch, không thẹn không buồn cũng chẳng giận."
Lý Ái Linh,Bạn Mới Là Chủ Nhân Của Cuộc Đời Mình,623,Nếu không có chút thực lực và học thức chống lưng một cô gái trẻ trung cùng lắm chỉ là một con búp bê xinh đẹp cần cười thì mắt cong cong cần khóc thì sụt sùi thổn thức.
